score_key,direction,threshold,f1,precision,recall,specificity,accuracy,balanced_accuracy,tp,fp,tn,fn,n
alignment_score_high_rate_0_1,low_is_2.6,0.9197408871321915,0.68,0.5396825396825397,0.918918918918919,0.21621621621621623,0.5675675675675675,0.5675675675675675,34,29,8,3,74
alignment_score_high_rate_0_1,low_is_2.6,0.9208592132505176,0.6732673267326733,0.53125,0.918918918918919,0.1891891891891892,0.5540540540540541,0.5540540540540541,34,30,7,3,74
alignment_score_high_rate_0_1,low_is_2.6,0.9222527472527473,0.6666666666666666,0.5230769230769231,0.918918918918919,0.16216216216216217,0.5405405405405406,0.5405405405405406,34,31,6,3,74
alignment_score_high_rate_0_1,low_is_2.6,0.9249530956848031,0.6601941747572816,0.5151515151515151,0.918918918918919,0.13513513513513514,0.527027027027027,0.5270270270270271,34,32,5,3,74
alignment_score_high_rate_0_1,low_is_2.6,0.9288234391777881,0.673076923076923,0.5223880597014925,0.9459459459459459,0.13513513513513514,0.5405405405405406,0.5405405405405406,35,32,5,2,74
alignment_score_high_rate_0_1,low_is_2.6,0.9315742185652811,0.6666666666666665,0.5147058823529411,0.9459459459459459,0.10810810810810811,0.527027027027027,0.527027027027027,35,33,4,2,74
alignment_score_high_rate_0_1,low_is_2.6,0.9328320802005012,0.660377358490566,0.5072463768115942,0.9459459459459459,0.08108108108108109,0.5135135135135135,0.5135135135135135,35,34,3,2,74
alignment_score_high_rate_0_1,low_is_2.6,0.9340579710144927,0.6728971962616821,0.5142857142857142,0.972972972972973,0.08108108108108109,0.527027027027027,0.5270270270270271,36,34,3,1,74
alignment_score_high_rate_0_1,low_is_2.6,0.9390407888839085,0.6666666666666666,0.5070422535211268,0.972972972972973,0.05405405405405406,0.5135135135135135,0.5135135135135136,36,35,2,1,74
alignment_score_high_rate_0_1,low_is_2.6,0.9503080211214483,0.6605504587155964,0.5,0.972972972972973,0.02702702702702703,0.5,0.5,36,36,1,1,74
alignment_score_high_rate_0_1,low_is_2.6,0.9665617623918175,0.6545454545454545,0.4931506849315068,0.972972972972973,0.0,0.4864864864864865,0.4864864864864865,36,37,0,1,74
